rep_id, size, block_size, BLAS, MPI, grid, time, comm_time, comp_time
0, 256, 1, 0, 1, 10x10, 0.731001568, 0.183894431, 8.5412e-05
1, 256, 1, 0, 1, 10x10, 0.620002298, 0.208935551, 8.6412e-05
2, 256, 1, 0, 1, 10x10, 0.569004941, 0.164981783, 8.461e-05
3, 256, 1, 0, 1, 10x10, 0.625111675, 0.185044725, 8.4342e-05
4, 256, 1, 0, 1, 10x10, 0.605999187, 0.184921092, 8.4673e-05
5, 256, 1, 0, 1, 10x10, 0.720000182, 0.187033402, 8.4803e-05
6, 256, 1, 0, 1, 10x10, 0.646993238, 0.184959677, 8.5409e-05
7, 256, 1, 0, 1, 10x10, 0.63199902, 0.205898546, 8.9678e-05
8, 256, 1, 0, 1, 10x10, 0.59999715, 0.205893759, 8.5789e-05
9, 256, 1, 0, 1, 10x10, 0.755034315, 0.243936559, 8.827e-05
10, 256, 1, 0, 1, 10x10, 0.686000227, 0.169901198, 8.5458e-05
11, 256, 1, 0, 1, 10x10, 0.572000134, 0.156012373, 8.5407e-05
12, 256, 1, 0, 1, 10x10, 0.573014405, 0.156018232, 8.806e-05
13, 256, 1, 0, 1, 10x10, 0.572001536, 0.152008659, 9.4014e-05
14, 256, 1, 0, 1, 10x10, 0.676998598, 0.155029628, 8.52459999e-05
15, 256, 1, 0, 1, 10x10, 0.625003891, 0.156031819, 8.7772e-05
16, 256, 1, 0, 1, 10x10, 0.698999717, 0.177912161, 8.5783e-05
17, 256, 1, 0, 1, 10x10, 0.696996814, 0.181912913, 8.5367e-05
18, 256, 1, 0, 1, 10x10, 0.623993227, 0.175017956, 9.4541e-05
19, 256, 1, 0, 1, 10x10, 0.635996371, 0.171026342, 8.6596e-05
20, 256, 1, 0, 1, 10x10, 0.621000208, 0.174931171, 8.5653e-05
21, 256, 1, 0, 1, 10x10, 0.67600152, 0.195907761, 9.1023e-05
22, 256, 1, 0, 1, 10x10, 0.702005971, 0.182064364, 8.5264e-05
23, 256, 1, 0, 1, 10x10, 0.675998804, 0.179016164, 8.577e-05
24, 256, 1, 0, 1, 10x10, 0.650000334, 0.178013529, 8.5092e-05
25, 256, 1, 0, 1, 10x10, 0.624002176, 0.178004664, 0.000100222
26, 256, 1, 0, 1, 10x10, 0.718994379, 0.175061355, 8.6304e-05
27, 256, 1, 0, 1, 10x10, 0.519469915, 0.029286081, 8.873e-05
28, 256, 1, 0, 1, 10x10, 0.003960942, 0.003506441, 9.6436e-05
29, 256, 1, 0, 1, 10x10, 0.003772738, 0.003347167, 0.000101614
