rep_id, size, block_size, BLAS, MPI, grid, time, comm_time, comp_time
0, 16, 1, 0, 1, 4x4, 3.44700396, 0.73990334, 1.85499999e-06
1, 16, 1, 0, 1, 4x4, 3.32699338, 0.60498494, 1.362e-06
2, 16, 1, 0, 1, 4x4, 3.73501046, 0.730962727, 2.86699999e-06
3, 16, 1, 0, 1, 4x4, 3.85799505, 0.846960124, 4.068e-06
4, 16, 1, 0, 1, 4x4, 3.62300184, 0.844970198, 3.606e-06
5, 16, 1, 0, 1, 4x4, 3.68397448, 0.724994902, 2.106e-06
6, 16, 1, 0, 1, 4x4, 3.37099735, 0.724957497, 2.24399999e-06
7, 16, 1, 0, 1, 4x4, 3.25301148, 0.725975045, 2.18499999e-06
8, 16, 1, 0, 1, 4x4, 3.37996907, 0.712968755, 2.04299999e-06
9, 16, 1, 0, 1, 4x4, 2.84495847, 0.727939118, 2.483e-06
10, 16, 1, 0, 1, 4x4, 3.97799835, 0.830976234, 4.92999999e-06
11, 16, 1, 0, 1, 4x4, 3.44901164, 0.730985148, 2.36499999e-06
12, 16, 1, 0, 1, 4x4, 3.7130057, 0.724956473, 2.26499998e-06
13, 16, 1, 0, 1, 4x4, 3.38197501, 0.603498541, 1.76199998e-06
14, 16, 1, 0, 1, 4x4, 3.258998, 0.603975417, 2.19500002e-06
15, 16, 1, 0, 1, 4x4, 3.27098339, 0.714972357, 2.26600005e-06
16, 16, 1, 0, 1, 4x4, 3.83600372, 0.725856347, 2.12300003e-06
17, 16, 1, 0, 1, 4x4, 3.72406478, 0.614970301, 2.83300002e-06
18, 16, 1, 0, 1, 4x4, 3.03199567, 0.725919979, 2.13300002e-06
19, 16, 1, 0, 1, 4x4, 3.39303389, 0.604815108, 7.13300001e-06
20, 16, 1, 0, 1, 4x4, 3.62796837, 0.606919101, 3.26600001e-06
21, 16, 1, 0, 1, 4x4, 3.64497104, 0.72597937, 2.593e-06
22, 16, 1, 0, 1, 4x4, 3.36999273, 0.604969672, 1.71400002e-06
23, 16, 1, 0, 1, 4x4, 3.74700479, 0.606968455, 2.29500002e-06
24, 16, 1, 0, 1, 4x4, 3.3819764, 0.846965813, 2.87400002e-06
25, 16, 1, 0, 1, 4x4, 3.49499574, 0.730938821, 2.11499999e-06
26, 16, 1, 0, 1, 4x4, 3.26098614, 0.725989188, 2.03299996e-06
27, 16, 1, 0, 1, 4x4, 3.74597354, 0.845977165, 2.59899997e-06
28, 16, 1, 0, 1, 4x4, 3.36000386, 0.727956193, 1.81299998e-06
29, 16, 1, 0, 1, 4x4, 2.91999883, 0.549980328, 2.08400002e-06
