rep_id, size, block_size, BLAS, MPI, grid, time, comm_time, comp_time
0, 256, 1, 0, 1, 13x13, 0.005218712, 0.004607963, 7.4761e-05
1, 256, 1, 0, 1, 13x13, 0.00523385, 0.00463541, 7.4839e-05
2, 256, 1, 0, 1, 13x13, 0.005242005, 0.004635907, 6.8876e-05
3, 256, 1, 0, 1, 13x13, 0.005263846, 0.004662316, 7.7096e-05
4, 256, 1, 0, 1, 13x13, 0.005370828, 0.004728606, 7.6334e-05
5, 256, 1, 0, 1, 13x13, 0.005250541, 0.004653264, 7.6605e-05
6, 256, 1, 0, 1, 13x13, 0.005233319, 0.004640009, 7.7978e-05
7, 256, 1, 0, 1, 13x13, 0.005563011, 0.004711078, 8.4354e-05
8, 256, 1, 0, 1, 13x13, 0.005338727, 0.004720098, 7.6592e-05
9, 256, 1, 0, 1, 13x13, 0.005264358, 0.004668268, 7.389e-05
10, 256, 1, 0, 1, 13x13, 0.00530802, 0.004701614, 7.6256e-05
11, 256, 1, 0, 1, 13x13, 0.005681413, 0.005093437, 7.7554e-05
12, 256, 1, 0, 1, 13x13, 0.005326475, 0.004720285, 7.4092e-05
13, 256, 1, 0, 1, 13x13, 0.005295767, 0.004686047, 7.9816e-05
14, 256, 1, 0, 1, 13x13, 0.00537725, 0.004778327, 7.4414e-05
15, 256, 1, 0, 1, 13x13, 0.005333267, 0.004712513, 7.6032e-05
16, 256, 1, 0, 1, 13x13, 0.005194065, 0.004598397, 7.2638e-05
17, 256, 1, 0, 1, 13x13, 0.00532921, 0.004720772, 7.2884e-05
18, 256, 1, 0, 1, 13x13, 0.005266201, 0.004670629, 7.3605e-05
19, 256, 1, 0, 1, 13x13, 0.005303501, 0.004697658, 7.6104e-05
20, 256, 1, 0, 1, 13x13, 0.00536683, 0.004745473, 7.7815e-05
21, 256, 1, 0, 1, 13x13, 0.005301638, 0.004693581, 7.8946e-05
22, 256, 1, 0, 1, 13x13, 0.005315764, 0.004709589, 7.7725e-05
23, 256, 1, 0, 1, 13x13, 0.005248278, 0.004646695, 8.0348e-05
24, 256, 1, 0, 1, 13x13, 0.005331444, 0.004717851, 7.3183e-05
25, 256, 1, 0, 1, 13x13, 0.00566386, 0.005064029, 7.3577e-05
26, 256, 1, 0, 1, 13x13, 0.005259759, 0.00468558, 7.1931e-05
27, 256, 1, 0, 1, 13x13, 0.005415422, 0.004836099, 7.544e-05
28, 256, 1, 0, 1, 13x13, 0.005372792, 0.004746246, 7.3321e-05
29, 256, 1, 0, 1, 13x13, 0.005278103, 0.004672354, 7.651e-05
