rep_id, size, block_size, BLAS, MPI, grid, time
0, 4096, 64, 1, 0, 1x1, 1.56810985
1, 4096, 64, 1, 0, 1x1, 1.59399124
2, 4096, 64, 1, 0, 1x1, 1.6095461
3, 4096, 64, 1, 0, 1x1, 1.58857893
4, 4096, 64, 1, 0, 1x1, 1.61707627
5, 4096, 64, 1, 0, 1x1, 1.5868367
6, 4096, 64, 1, 0, 1x1, 1.59567124
7, 4096, 64, 1, 0, 1x1, 1.59436428
8, 4096, 64, 1, 0, 1x1, 1.58484033
9, 4096, 64, 1, 0, 1x1, 1.61443266
10, 4096, 64, 1, 0, 1x1, 1.59946836
11, 4096, 64, 1, 0, 1x1, 1.57392112
12, 4096, 64, 1, 0, 1x1, 1.60288085
13, 4096, 64, 1, 0, 1x1, 1.58732192
14, 4096, 64, 1, 0, 1x1, 1.58310915
15, 4096, 64, 1, 0, 1x1, 1.58675571
16, 4096, 64, 1, 0, 1x1, 1.60317866
17, 4096, 64, 1, 0, 1x1, 1.59370232
18, 4096, 64, 1, 0, 1x1, 1.60379877
19, 4096, 64, 1, 0, 1x1, 1.592896
20, 4096, 64, 1, 0, 1x1, 1.59047575
21, 4096, 64, 1, 0, 1x1, 1.57740487
22, 4096, 64, 1, 0, 1x1, 1.57769678
23, 4096, 64, 1, 0, 1x1, 1.5913781
24, 4096, 64, 1, 0, 1x1, 1.58652561
25, 4096, 64, 1, 0, 1x1, 1.59546483
26, 4096, 64, 1, 0, 1x1, 1.53542929
27, 4096, 64, 1, 0, 1x1, 1.5742493
28, 4096, 64, 1, 0, 1x1, 1.59001449
29, 4096, 64, 1, 0, 1x1, 1.59560996
