rep_id, size, block_size, BLAS, MPI, grid, time
0, 256, 64, 1, 0, 1x1, 0.000727323
1, 256, 64, 1, 0, 1x1, 0.000847528
2, 256, 64, 1, 0, 1x1, 0.000853329
3, 256, 64, 1, 0, 1x1, 0.000789739
4, 256, 64, 1, 0, 1x1, 0.000824074
5, 256, 64, 1, 0, 1x1, 0.000794589
6, 256, 64, 1, 0, 1x1, 0.000754474
7, 256, 64, 1, 0, 1x1, 0.000718747
8, 256, 64, 1, 0, 1x1, 0.000817231
9, 256, 64, 1, 0, 1x1, 0.000867486
10, 256, 64, 1, 0, 1x1, 0.000741639
11, 256, 64, 1, 0, 1x1, 0.00073625
12, 256, 64, 1, 0, 1x1, 0.000851175
13, 256, 64, 1, 0, 1x1, 0.000819295
14, 256, 64, 1, 0, 1x1, 0.000739014
15, 256, 64, 1, 0, 1x1, 0.000833021
16, 256, 64, 1, 0, 1x1, 0.000822471
17, 256, 64, 1, 0, 1x1, 0.000742631
18, 256, 64, 1, 0, 1x1, 0.000771255
19, 256, 64, 1, 0, 1x1, 0.000808735
20, 256, 64, 1, 0, 1x1, 0.00079512
21, 256, 64, 1, 0, 1x1, 0.000769111
22, 256, 64, 1, 0, 1x1, 0.000796412
23, 256, 64, 1, 0, 1x1, 0.000760705
24, 256, 64, 1, 0, 1x1, 0.000766687
25, 256, 64, 1, 0, 1x1, 0.000755616
26, 256, 64, 1, 0, 1x1, 0.000823202
27, 256, 64, 1, 0, 1x1, 0.000808895
28, 256, 64, 1, 0, 1x1, 0.000754153
29, 256, 64, 1, 0, 1x1, 0.000734456
