rep_id, size, block_size, BLAS, MPI, grid, time
0, 32, 32, 1, 0, 1x1, 3.727e-06
1, 32, 32, 1, 0, 1x1, 3.757e-06
2, 32, 32, 1, 0, 1x1, 3.306e-06
3, 32, 32, 1, 0, 1x1, 3.336e-06
4, 32, 32, 1, 0, 1x1, 3.327e-06
5, 32, 32, 1, 0, 1x1, 3.326e-06
6, 32, 32, 1, 0, 1x1, 3.326e-06
7, 32, 32, 1, 0, 1x1, 3.326e-06
8, 32, 32, 1, 0, 1x1, 3.326e-06
9, 32, 32, 1, 0, 1x1, 3.327e-06
10, 32, 32, 1, 0, 1x1, 3.326e-06
11, 32, 32, 1, 0, 1x1, 3.326e-06
12, 32, 32, 1, 0, 1x1, 3.326e-06
13, 32, 32, 1, 0, 1x1, 3.327e-06
14, 32, 32, 1, 0, 1x1, 3.326e-06
15, 32, 32, 1, 0, 1x1, 3.326e-06
16, 32, 32, 1, 0, 1x1, 3.326e-06
17, 32, 32, 1, 0, 1x1, 3.336e-06
18, 32, 32, 1, 0, 1x1, 3.327e-06
19, 32, 32, 1, 0, 1x1, 3.326e-06
20, 32, 32, 1, 0, 1x1, 3.326e-06
21, 32, 32, 1, 0, 1x1, 3.326e-06
22, 32, 32, 1, 0, 1x1, 3.326e-06
23, 32, 32, 1, 0, 1x1, 3.397e-06
24, 32, 32, 1, 0, 1x1, 2.975e-06
25, 32, 32, 1, 0, 1x1, 2.966e-06
26, 32, 32, 1, 0, 1x1, 2.965e-06
27, 32, 32, 1, 0, 1x1, 2.966e-06
28, 32, 32, 1, 0, 1x1, 2.965e-06
29, 32, 32, 1, 0, 1x1, 2.966e-06
