rep_id, size, block_size, BLAS, MPI, grid, time
0, 8192, 64, 1, 0, 1x1, 12.9214315
1, 8192, 64, 1, 0, 1x1, 12.843113
2, 8192, 64, 1, 0, 1x1, 12.7716168
3, 8192, 64, 1, 0, 1x1, 12.8790822
4, 8192, 64, 1, 0, 1x1, 12.9131777
5, 8192, 64, 1, 0, 1x1, 12.8684879
6, 8192, 64, 1, 0, 1x1, 12.7969871
7, 8192, 64, 1, 0, 1x1, 12.8587502
8, 8192, 64, 1, 0, 1x1, 12.8700208
9, 8192, 64, 1, 0, 1x1, 12.8731301
10, 8192, 64, 1, 0, 1x1, 12.8310372
11, 8192, 64, 1, 0, 1x1, 12.9226097
12, 8192, 64, 1, 0, 1x1, 12.904299
13, 8192, 64, 1, 0, 1x1, 12.8347604
14, 8192, 64, 1, 0, 1x1, 12.8231016
15, 8192, 64, 1, 0, 1x1, 12.8902606
16, 8192, 64, 1, 0, 1x1, 12.9327253
17, 8192, 64, 1, 0, 1x1, 12.8571066
18, 8192, 64, 1, 0, 1x1, 12.812392
19, 8192, 64, 1, 0, 1x1, 12.9108111
20, 8192, 64, 1, 0, 1x1, 12.9159247
21, 8192, 64, 1, 0, 1x1, 12.9021649
22, 8192, 64, 1, 0, 1x1, 12.7963882
23, 8192, 64, 1, 0, 1x1, 12.8845356
24, 8192, 64, 1, 0, 1x1, 12.85941
25, 8192, 64, 1, 0, 1x1, 12.866232
26, 8192, 64, 1, 0, 1x1, 12.8408109
27, 8192, 64, 1, 0, 1x1, 12.9312937
28, 8192, 64, 1, 0, 1x1, 12.8926914
29, 8192, 64, 1, 0, 1x1, 12.8083962
