rep_id, size, block_size, BLAS, MPI, grid, time
0, 64, 64, 1, 0, 1x1, 2.2793e-05
1, 64, 64, 1, 0, 1x1, 2.2832e-05
2, 64, 64, 1, 0, 1x1, 2.152e-05
3, 64, 64, 1, 0, 1x1, 2.1561e-05
4, 64, 64, 1, 0, 1x1, 2.146e-05
5, 64, 64, 1, 0, 1x1, 2.151e-05
6, 64, 64, 1, 0, 1x1, 2.1511e-05
7, 64, 64, 1, 0, 1x1, 2.154e-05
8, 64, 64, 1, 0, 1x1, 2.154e-05
9, 64, 64, 1, 0, 1x1, 2.136e-05
10, 64, 64, 1, 0, 1x1, 1.601e-05
11, 64, 64, 1, 0, 1x1, 1.601e-05
12, 64, 64, 1, 0, 1x1, 1.593e-05
13, 64, 64, 1, 0, 1x1, 1.6e-05
14, 64, 64, 1, 0, 1x1, 1.597e-05
15, 64, 64, 1, 0, 1x1, 1.601e-05
16, 64, 64, 1, 0, 1x1, 1.6982e-05
17, 64, 64, 1, 0, 1x1, 1.6591e-05
18, 64, 64, 1, 0, 1x1, 1.6421e-05
19, 64, 64, 1, 0, 1x1, 1.6531e-05
20, 64, 64, 1, 0, 1x1, 1.6521e-05
21, 64, 64, 1, 0, 1x1, 1.6461e-05
22, 64, 64, 1, 0, 1x1, 1.6491e-05
23, 64, 64, 1, 0, 1x1, 1.6421e-05
24, 64, 64, 1, 0, 1x1, 1.613e-05
25, 64, 64, 1, 0, 1x1, 1.626e-05
26, 64, 64, 1, 0, 1x1, 1.622e-05
27, 64, 64, 1, 0, 1x1, 1.612e-05
28, 64, 64, 1, 0, 1x1, 1.617e-05
29, 64, 64, 1, 0, 1x1, 1.62e-05
