rep_id, size, block_size, BLAS, MPI, grid, time
0, 2048, 64, 1, 0, 1x1, 0.215115603
1, 2048, 64, 1, 0, 1x1, 0.203378862
2, 2048, 64, 1, 0, 1x1, 0.209022997
3, 2048, 64, 1, 0, 1x1, 0.202991907
4, 2048, 64, 1, 0, 1x1, 0.218112578
5, 2048, 64, 1, 0, 1x1, 0.204781229
6, 2048, 64, 1, 0, 1x1, 0.212775278
7, 2048, 64, 1, 0, 1x1, 0.203495541
8, 2048, 64, 1, 0, 1x1, 0.217955313
9, 2048, 64, 1, 0, 1x1, 0.202068927
10, 2048, 64, 1, 0, 1x1, 0.214146978
11, 2048, 64, 1, 0, 1x1, 0.201102958
12, 2048, 64, 1, 0, 1x1, 0.21897819
13, 2048, 64, 1, 0, 1x1, 0.200375695
14, 2048, 64, 1, 0, 1x1, 0.219979266
15, 2048, 64, 1, 0, 1x1, 0.202368118
16, 2048, 64, 1, 0, 1x1, 0.217152018
17, 2048, 64, 1, 0, 1x1, 0.201692383
18, 2048, 64, 1, 0, 1x1, 0.214192874
19, 2048, 64, 1, 0, 1x1, 0.204974693
20, 2048, 64, 1, 0, 1x1, 0.218189772
21, 2048, 64, 1, 0, 1x1, 0.202844541
22, 2048, 64, 1, 0, 1x1, 0.21705659
23, 2048, 64, 1, 0, 1x1, 0.20699108
24, 2048, 64, 1, 0, 1x1, 0.212940287
25, 2048, 64, 1, 0, 1x1, 0.202392875
26, 2048, 64, 1, 0, 1x1, 0.216763269
27, 2048, 64, 1, 0, 1x1, 0.202271183
28, 2048, 64, 1, 0, 1x1, 0.212661882
29, 2048, 64, 1, 0, 1x1, 0.202382342
