rep_id, size, block_size, BLAS, MPI, grid, time
0, 512, 64, 1, 0, 1x1, 0.004403611
1, 512, 64, 1, 0, 1x1, 0.004190181
2, 512, 64, 1, 0, 1x1, 0.004172809
3, 512, 64, 1, 0, 1x1, 0.004187847
4, 512, 64, 1, 0, 1x1, 0.004136901
5, 512, 64, 1, 0, 1x1, 0.004134807
6, 512, 64, 1, 0, 1x1, 0.004171657
7, 512, 64, 1, 0, 1x1, 0.004074023
8, 512, 64, 1, 0, 1x1, 0.0043549
9, 512, 64, 1, 0, 1x1, 0.004409983
10, 512, 64, 1, 0, 1x1, 0.004257257
11, 512, 64, 1, 0, 1x1, 0.00441879
12, 512, 64, 1, 0, 1x1, 0.004398191
13, 512, 64, 1, 0, 1x1, 0.004281572
14, 512, 64, 1, 0, 1x1, 0.004455317
15, 512, 64, 1, 0, 1x1, 0.004069214
16, 512, 64, 1, 0, 1x1, 0.00406717
17, 512, 64, 1, 0, 1x1, 0.00424265
18, 512, 64, 1, 0, 1x1, 0.004238822
19, 512, 64, 1, 0, 1x1, 0.004459065
20, 512, 64, 1, 0, 1x1, 0.004597544
21, 512, 64, 1, 0, 1x1, 0.004861589
22, 512, 64, 1, 0, 1x1, 0.00465407
23, 512, 64, 1, 0, 1x1, 0.004750301
24, 512, 64, 1, 0, 1x1, 0.004292683
25, 512, 64, 1, 0, 1x1, 0.004234895
26, 512, 64, 1, 0, 1x1, 0.0042642
27, 512, 64, 1, 0, 1x1, 0.004155516
28, 512, 64, 1, 0, 1x1, 0.004342496
29, 512, 64, 1, 0, 1x1, 0.004276673
