rep_id,size,block_size,BLAS,MPI,grid,time,comm_time,comp_time
0, 2048, 256, 0, 1, 4x4, 0.086857904, 0.02644266, 0.063732773
1, 2048, 256, 0, 1, 4x4, 0.089641605, 0.02851478, 0.063783465
2, 2048, 256, 0, 1, 4x4, 0.08785417, 0.027329903, 0.064773227
3, 2048, 256, 0, 1, 4x4, 0.091075751, 0.03063333, 0.067437135
4, 2048, 256, 0, 1, 4x4, 0.08759941, 0.027016972, 0.064058213
5, 2048, 256, 0, 1, 4x4, 0.08792361, 0.027479667, 0.064992053
6, 2048, 256, 0, 1, 4x4, 0.090286853, 0.029698029, 0.067203054
7, 2048, 256, 0, 1, 4x4, 0.087349316, 0.026815368, 0.065152205
8, 2048, 256, 0, 1, 4x4, 0.08711495, 0.026607315, 0.064986789
9, 2048, 256, 0, 1, 4x4, 0.0913291, 0.030077281, 0.0652826
10, 2048, 256, 0, 1, 4x4, 0.087422904, 0.026966822, 0.064959741
11, 2048, 256, 0, 1, 4x4, 0.086513341, 0.026138187, 0.063875759
12, 2048, 256, 0, 1, 4x4, 0.08699168, 0.026544943, 0.064140233
13, 2048, 256, 0, 1, 4x4, 0.087979184, 0.027578216, 0.064954745
14, 2048, 256, 0, 1, 4x4, 0.087515936, 0.026973319, 0.0646397
15, 2048, 256, 0, 1, 4x4, 0.086613839, 0.026179962, 0.063679988
16, 2048, 256, 0, 1, 4x4, 0.086913307, 0.026451281, 0.064573612
17, 2048, 256, 0, 1, 4x4, 0.086913452, 0.026481627, 0.063690877
18, 2048, 256, 0, 1, 4x4, 0.086842811, 0.026271718, 0.063853987
19, 2048, 256, 0, 1, 4x4, 0.090473693, 0.029190629, 0.064782018
20, 2048, 256, 0, 1, 4x4, 0.087495129, 0.026955693, 0.063682955
21, 2048, 256, 0, 1, 4x4, 0.088498955, 0.037353615, 0.064969748
22, 2048, 256, 0, 1, 4x4, 0.088643481, 0.030350161, 0.065498933
23, 2048, 256, 0, 1, 4x4, 0.088004135, 0.027478016, 0.065269023
24, 2048, 256, 0, 1, 4x4, 0.087272618, 0.038241809, 0.065474752
25, 2048, 256, 0, 1, 4x4, 0.087482768, 0.02711069, 0.065162936
26, 2048, 256, 0, 1, 4x4, 0.086921583, 0.026413099, 0.064183425
27, 2048, 256, 0, 1, 4x4, 0.086810649, 0.02641967, 0.063854756
28, 2048, 256, 0, 1, 4x4, 0.086959516, 0.026513559, 0.064489647
29, 2048, 256, 0, 1, 4x4, 0.087387923, 0.027000827, 0.064769887
