rep_id,size,block_size,BLAS,MPI,grid,time,comm_time,comp_time
0, 512, 32, 0, 1, 2x2, 0.005547699, 0.001587629, 0.003879585
1, 512, 32, 0, 1, 2x2, 0.005553332, 0.001570621, 0.003878905
2, 512, 32, 0, 1, 2x2, 0.00555747, 0.001549957, 0.003874284
3, 512, 32, 0, 1, 2x2, 0.005568971, 0.001557544, 0.003871843
4, 512, 32, 0, 1, 2x2, 0.005589319, 0.001592897, 0.003893344
5, 512, 32, 0, 1, 2x2, 0.005543186, 0.001573593, 0.003907641
6, 512, 32, 0, 1, 2x2, 0.005560208, 0.001647085, 0.003893781
7, 512, 32, 0, 1, 2x2, 0.005564741, 0.00179923, 0.00389434
8, 512, 32, 0, 1, 2x2, 0.005554205, 0.001546863, 0.00389844
9, 512, 32, 0, 1, 2x2, 0.005624198, 0.00158979, 0.003902086
10, 512, 32, 0, 1, 2x2, 0.005614355, 0.001587482, 0.003895374
11, 512, 32, 0, 1, 2x2, 0.005583375, 0.001590429, 0.00389713
12, 512, 32, 0, 1, 2x2, 0.005586323, 0.001680238, 0.003900372
13, 512, 32, 0, 1, 2x2, 0.005612849, 0.001601882, 0.003897866
14, 512, 32, 0, 1, 2x2, 0.005591559, 0.001586792, 0.003949464
15, 512, 32, 0, 1, 2x2, 0.005624155, 0.00161275, 0.003955491
16, 512, 32, 0, 1, 2x2, 0.00558664, 0.001551552, 0.003911864
17, 512, 32, 0, 1, 2x2, 0.005589092, 0.001594819, 0.003892626
18, 512, 32, 0, 1, 2x2, 0.005594473, 0.001709396, 0.003899826
19, 512, 32, 0, 1, 2x2, 0.005605278, 0.001561707, 0.003913106
20, 512, 32, 0, 1, 2x2, 0.005634241, 0.001603131, 0.003918678
21, 512, 32, 0, 1, 2x2, 0.005715892, 0.00163673, 0.003957078
22, 512, 32, 0, 1, 2x2, 0.005590178, 0.001585487, 0.003892762
23, 512, 32, 0, 1, 2x2, 0.005584149, 0.001630231, 0.003910784
24, 512, 32, 0, 1, 2x2, 0.005820918, 0.001790523, 0.004119729
25, 512, 32, 0, 1, 2x2, 0.005602501, 0.001583521, 0.003903948
26, 512, 32, 0, 1, 2x2, 0.005585045, 0.001548363, 0.003896838
27, 512, 32, 0, 1, 2x2, 0.005566807, 0.001558429, 0.003893158
28, 512, 32, 0, 1, 2x2, 0.005567084, 0.001555974, 0.003894562
29, 512, 32, 0, 1, 2x2, 0.005577668, 0.001564457, 0.003907794
