rep_id,size,block_size,BLAS,MPI,grid,time,comm_time,comp_time
0, 1024, 1024, 0, 1, 6x6, 0.007121236, 0.004063007, 0.003251986
1, 1024, 1024, 0, 1, 6x6, 0.007180036, 0.004106953, 0.003231989
2, 1024, 1024, 0, 1, 6x6, 0.007175761, 0.004081843, 0.003254097
3, 1024, 1024, 0, 1, 6x6, 0.007214751, 0.004163152, 0.003231812
4, 1024, 1024, 0, 1, 6x6, 0.007119704, 0.004059952, 0.003250623
5, 1024, 1024, 0, 1, 6x6, 0.007163958, 0.004101024, 0.003248437
6, 1024, 1024, 0, 1, 6x6, 0.007173726, 0.004103123, 0.003254604
7, 1024, 1024, 0, 1, 6x6, 0.007243284, 0.004182841, 0.003403488
8, 1024, 1024, 0, 1, 6x6, 0.007125804, 0.004063215, 0.003240136
9, 1024, 1024, 0, 1, 6x6, 0.007147802, 0.004085528, 0.003261988
10, 1024, 1024, 0, 1, 6x6, 0.007144409, 0.00408813, 0.003244582
11, 1024, 1024, 0, 1, 6x6, 0.007056669, 0.00399264, 0.003248528
12, 1024, 1024, 0, 1, 6x6, 0.007164926, 0.004109764, 0.003243926
13, 1024, 1024, 0, 1, 6x6, 0.007122513, 0.004046839, 0.00324403
14, 1024, 1024, 0, 1, 6x6, 0.007157235, 0.004093992, 0.003246358
15, 1024, 1024, 0, 1, 6x6, 0.00714823, 0.004061556, 0.00325366
16, 1024, 1024, 0, 1, 6x6, 0.007136491, 0.004057096, 0.003245875
17, 1024, 1024, 0, 1, 6x6, 0.007114589, 0.004063105, 0.003240787
18, 1024, 1024, 0, 1, 6x6, 0.00713262, 0.004079904, 0.003240268
19, 1024, 1024, 0, 1, 6x6, 0.007142307, 0.004084605, 0.003227533
20, 1024, 1024, 0, 1, 6x6, 0.007161304, 0.004111578, 0.003234931
21, 1024, 1024, 0, 1, 6x6, 0.007028919, 0.003953103, 0.003244441
22, 1024, 1024, 0, 1, 6x6, 0.007162663, 0.004115063, 0.003332143
23, 1024, 1024, 0, 1, 6x6, 0.007171183, 0.004114262, 0.003238551
24, 1024, 1024, 0, 1, 6x6, 0.008244625, 0.005085869, 0.003258901
25, 1024, 1024, 0, 1, 6x6, 0.007270797, 0.004205976, 0.003343894
26, 1024, 1024, 0, 1, 6x6, 0.006980935, 0.003886149, 0.003249875
27, 1024, 1024, 0, 1, 6x6, 0.007170746, 0.0040662, 0.003246244
28, 1024, 1024, 0, 1, 6x6, 0.007129994, 0.004064837, 0.003240668
29, 1024, 1024, 0, 1, 6x6, 0.007095535, 0.004035778, 0.003239361
