rep_id,size,block_size,BLAS,MPI,grid,time,comm_time,comp_time
0, 64, 2, 0, 1, 6x6, 0.000292937, 0.000220179, 2.2055e-05
1, 64, 2, 0, 1, 6x6, 0.000277544, 0.000192186, 1.1929e-05
2, 64, 2, 0, 1, 6x6, 0.000351057, 0.00025542, 1.1586e-05
3, 64, 2, 0, 1, 6x6, 0.000276419, 0.000210163, 1.5724e-05
4, 64, 2, 0, 1, 6x6, 0.000272136, 0.000206077, 1.2115e-05
5, 64, 2, 0, 1, 6x6, 0.00027301, 0.000207748, 1.8047e-05
6, 64, 2, 0, 1, 6x6, 0.000273467, 0.000208551, 1.2226e-05
7, 64, 2, 0, 1, 6x6, 0.000269997, 0.000197995, 1.3632e-05
8, 64, 2, 0, 1, 6x6, 0.000269548, 0.000202637, 1.0718e-05
9, 64, 2, 0, 1, 6x6, 0.000268558, 0.000202681, 1.1594e-05
10, 64, 2, 0, 1, 6x6, 0.000356838, 0.00028496, 1.1495e-05
11, 64, 2, 0, 1, 6x6, 0.000271039, 0.00020373, 1.1223e-05
12, 64, 2, 0, 1, 6x6, 0.000257174, 0.000190712, 1.422e-05
13, 64, 2, 0, 1, 6x6, 0.000259397, 0.000192176, 1.0633e-05
14, 64, 2, 0, 1, 6x6, 0.000279755, 0.00021059, 1.4483e-05
15, 64, 2, 0, 1, 6x6, 0.000280247, 0.000214187, 2.2465e-05
16, 64, 2, 0, 1, 6x6, 0.000258094, 0.000191659, 1.2511e-05
17, 64, 2, 0, 1, 6x6, 0.000273193, 0.000207788, 1.2829e-05
18, 64, 2, 0, 1, 6x6, 0.000269157, 0.000203906, 1.446e-05
19, 64, 2, 0, 1, 6x6, 0.000259828, 0.000193557, 1.1248e-05
20, 64, 2, 0, 1, 6x6, 0.000271598, 0.000204248, 1.1682e-05
21, 64, 2, 0, 1, 6x6, 0.00025586, 0.000189498, 1.1851e-05
22, 64, 2, 0, 1, 6x6, 0.000269527, 0.000200124, 1.3105e-05
23, 64, 2, 0, 1, 6x6, 0.000274984, 0.000207719, 1.2993e-05
24, 64, 2, 0, 1, 6x6, 0.000275611, 0.000208542, 1.4259e-05
25, 64, 2, 0, 1, 6x6, 0.000274202, 0.000210359, 1.3697e-05
26, 64, 2, 0, 1, 6x6, 0.000269369, 0.000203306, 1.2422e-05
27, 64, 2, 0, 1, 6x6, 0.000260763, 0.000194951, 1.191e-05
28, 64, 2, 0, 1, 6x6, 0.000278031, 0.000213034, 1.0539e-05
29, 64, 2, 0, 1, 6x6, 0.000266886, 0.000203395, 1.385e-05
