rep_id,size,block_size,BLAS,MPI,grid,time
0, 4, 1, 0, 0, 1x1, 1.069e-06
1, 4, 1, 0, 0, 1x1, 6.97e-07
2, 4, 1, 0, 0, 1x1, 6.74e-07
3, 4, 1, 0, 0, 1x1, 6.73e-07
4, 4, 1, 0, 0, 1x1, 6.81e-07
5, 4, 1, 0, 0, 1x1, 6.5e-07
6, 4, 1, 0, 0, 1x1, 6.3e-07
7, 4, 1, 0, 0, 1x1, 6.24e-07
8, 4, 1, 0, 0, 1x1, 7.35e-07
9, 4, 1, 0, 0, 1x1, 8.66e-07
10, 4, 1, 0, 0, 1x1, 6.6e-07
11, 4, 1, 0, 0, 1x1, 9.16e-07
12, 4, 1, 0, 0, 1x1, 8.1e-07
13, 4, 1, 0, 0, 1x1, 8.36e-07
14, 4, 1, 0, 0, 1x1, 9.29e-07
15, 4, 1, 0, 0, 1x1, 5.93e-07
16, 4, 1, 0, 0, 1x1, 8.51e-07
17, 4, 1, 0, 0, 1x1, 7.23e-07
18, 4, 1, 0, 0, 1x1, 7.87e-07
19, 4, 1, 0, 0, 1x1, 8.59e-07
20, 4, 1, 0, 0, 1x1, 7.27e-07
21, 4, 1, 0, 0, 1x1, 8.53e-07
22, 4, 1, 0, 0, 1x1, 6.74e-07
23, 4, 1, 0, 0, 1x1, 7.99e-07
24, 4, 1, 0, 0, 1x1, 7.83e-07
25, 4, 1, 0, 0, 1x1, 8.11e-07
26, 4, 1, 0, 0, 1x1, 8.58e-07
27, 4, 1, 0, 0, 1x1, 6.64e-07
28, 4, 1, 0, 0, 1x1, 8.87e-07
29, 4, 1, 0, 0, 1x1, 7.15e-07
