rep_id, size, block_size, BLAS, MPI, grid, time
0, 4096, 2, 0, 0, 1x1, 222.822332
1, 4096, 2, 0, 0, 1x1, 223.197364
2, 4096, 2, 0, 0, 1x1, 225.15245
3, 4096, 2, 0, 0, 1x1, 226.351404
4, 4096, 2, 0, 0, 1x1, 229.174822
5, 4096, 2, 0, 0, 1x1, 225.24486
6, 4096, 2, 0, 0, 1x1, 225.513442
7, 4096, 2, 0, 0, 1x1, 229.614363
8, 4096, 2, 0, 0, 1x1, 226.927243
9, 4096, 2, 0, 0, 1x1, 229.163457
10, 4096, 2, 0, 0, 1x1, 229.030107
11, 4096, 2, 0, 0, 1x1, 230.91304
12, 4096, 2, 0, 0, 1x1, 224.519182
13, 4096, 2, 0, 0, 1x1, 227.259875
14, 4096, 2, 0, 0, 1x1, 226.761245
15, 4096, 2, 0, 0, 1x1, 226.555729
16, 4096, 2, 0, 0, 1x1, 224.945424
17, 4096, 2, 0, 0, 1x1, 225.117795
18, 4096, 2, 0, 0, 1x1, 223.000709
19, 4096, 2, 0, 0, 1x1, 224.343037
20, 4096, 2, 0, 0, 1x1, 223.390274
21, 4096, 2, 0, 0, 1x1, 222.976058
22, 4096, 2, 0, 0, 1x1, 223.46469
23, 4096, 2, 0, 0, 1x1, 222.77427
24, 4096, 2, 0, 0, 1x1, 222.944219
25, 4096, 2, 0, 0, 1x1, 222.274433
26, 4096, 2, 0, 0, 1x1, 224.172526
27, 4096, 2, 0, 0, 1x1, 223.468321
28, 4096, 2, 0, 0, 1x1, 224.06252
29, 4096, 2, 0, 0, 1x1, 222.686705
