rep_id,size,block_size,BLAS,MPI,grid,time
0, 2048, 32, 0, 0, 1x1, 1.2205691
1, 2048, 32, 0, 0, 1x1, 1.21491919
2, 2048, 32, 0, 0, 1x1, 1.20952621
3, 2048, 32, 0, 0, 1x1, 1.21153749
4, 2048, 32, 0, 0, 1x1, 1.20675833
5, 2048, 32, 0, 0, 1x1, 1.21004979
6, 2048, 32, 0, 0, 1x1, 1.21830622
7, 2048, 32, 0, 0, 1x1, 1.21076516
8, 2048, 32, 0, 0, 1x1, 1.20806513
9, 2048, 32, 0, 0, 1x1, 1.22113165
10, 2048, 32, 0, 0, 1x1, 1.21848683
11, 2048, 32, 0, 0, 1x1, 1.22170021
12, 2048, 32, 0, 0, 1x1, 1.21882352
13, 2048, 32, 0, 0, 1x1, 1.21376785
14, 2048, 32, 0, 0, 1x1, 1.21514572
15, 2048, 32, 0, 0, 1x1, 1.22449985
16, 2048, 32, 0, 0, 1x1, 1.2171957
17, 2048, 32, 0, 0, 1x1, 1.22571112
18, 2048, 32, 0, 0, 1x1, 1.23260996
19, 2048, 32, 0, 0, 1x1, 1.21602533
20, 2048, 32, 0, 0, 1x1, 1.22431674
21, 2048, 32, 0, 0, 1x1, 1.22095708
22, 2048, 32, 0, 0, 1x1, 1.22141799
23, 2048, 32, 0, 0, 1x1, 1.22877029
24, 2048, 32, 0, 0, 1x1, 1.23584428
25, 2048, 32, 0, 0, 1x1, 1.22575714
26, 2048, 32, 0, 0, 1x1, 1.22384409
27, 2048, 32, 0, 0, 1x1, 1.23108531
28, 2048, 32, 0, 0, 1x1, 1.23449595
29, 2048, 32, 0, 0, 1x1, 1.23191044
