rep_id,size,block_size,BLAS,MPI,grid,time
0, 256, 256, 0, 0, 1x1, 0.001438588
1, 256, 256, 0, 0, 1x1, 0.001461226
2, 256, 256, 0, 0, 1x1, 0.001465056
3, 256, 256, 0, 0, 1x1, 0.001617413
4, 256, 256, 0, 0, 1x1, 0.002058548
5, 256, 256, 0, 0, 1x1, 0.001970599
6, 256, 256, 0, 0, 1x1, 0.002010345
7, 256, 256, 0, 0, 1x1, 0.002073344
8, 256, 256, 0, 0, 1x1, 0.002069609
9, 256, 256, 0, 0, 1x1, 0.00206643
10, 256, 256, 0, 0, 1x1, 0.002073779
11, 256, 256, 0, 0, 1x1, 0.00207267
12, 256, 256, 0, 0, 1x1, 0.002066209
13, 256, 256, 0, 0, 1x1, 0.002021711
14, 256, 256, 0, 0, 1x1, 0.002017059
15, 256, 256, 0, 0, 1x1, 0.0018458
16, 256, 256, 0, 0, 1x1, 0.00178152
17, 256, 256, 0, 0, 1x1, 0.001584655
18, 256, 256, 0, 0, 1x1, 0.001499242
19, 256, 256, 0, 0, 1x1, 0.001638208
20, 256, 256, 0, 0, 1x1, 0.001558903
21, 256, 256, 0, 0, 1x1, 0.001569984
22, 256, 256, 0, 0, 1x1, 0.001486344
23, 256, 256, 0, 0, 1x1, 0.001378701
24, 256, 256, 0, 0, 1x1, 0.001437878
25, 256, 256, 0, 0, 1x1, 0.001462635
26, 256, 256, 0, 0, 1x1, 0.00165036
27, 256, 256, 0, 0, 1x1, 0.001503383
28, 256, 256, 0, 0, 1x1, 0.001600441
29, 256, 256, 0, 0, 1x1, 0.001620563
