rep_id,size,block_size,BLAS,MPI,grid,time
0, 8, 8, 1, 0, 1x1, 1.78e-07
1, 8, 8, 1, 0, 1x1, 1.54e-07
2, 8, 8, 1, 0, 1x1, 1.14e-07
3, 8, 8, 1, 0, 1x1, 1.15e-07
4, 8, 8, 1, 0, 1x1, 1.13e-07
5, 8, 8, 1, 0, 1x1, 1.11e-07
6, 8, 8, 1, 0, 1x1, 1.12e-07
7, 8, 8, 1, 0, 1x1, 1.1e-07
8, 8, 8, 1, 0, 1x1, 1.07e-07
9, 8, 8, 1, 0, 1x1, 1.05e-07
10, 8, 8, 1, 0, 1x1, 1.03e-07
11, 8, 8, 1, 0, 1x1, 1.03e-07
12, 8, 8, 1, 0, 1x1, 1.01e-07
13, 8, 8, 1, 0, 1x1, 1.02e-07
14, 8, 8, 1, 0, 1x1, 1.02e-07
15, 8, 8, 1, 0, 1x1, 1.03e-07
16, 8, 8, 1, 0, 1x1, 1.02e-07
17, 8, 8, 1, 0, 1x1, 1.02e-07
18, 8, 8, 1, 0, 1x1, 1e-07
19, 8, 8, 1, 0, 1x1, 9.8e-08
20, 8, 8, 1, 0, 1x1, 9.9e-08
21, 8, 8, 1, 0, 1x1, 9.7e-08
22, 8, 8, 1, 0, 1x1, 1e-07
23, 8, 8, 1, 0, 1x1, 1e-07
24, 8, 8, 1, 0, 1x1, 9.9e-08
25, 8, 8, 1, 0, 1x1, 9.8e-08
26, 8, 8, 1, 0, 1x1, 2.09e-07
27, 8, 8, 1, 0, 1x1, 1.82e-07
28, 8, 8, 1, 0, 1x1, 2.21e-07
29, 8, 8, 1, 0, 1x1, 1.65e-07
