rep_id,size,block_size,BLAS,MPI,grid,time
0, 32, 32, 1, 0, 1x1, 1.016e-06
1, 32, 32, 1, 0, 1x1, 9.95e-07
2, 32, 32, 1, 0, 1x1, 9.77e-07
3, 32, 32, 1, 0, 1x1, 9.22e-07
4, 32, 32, 1, 0, 1x1, 9.23e-07
5, 32, 32, 1, 0, 1x1, 9.08e-07
6, 32, 32, 1, 0, 1x1, 8.98e-07
7, 32, 32, 1, 0, 1x1, 9.01e-07
8, 32, 32, 1, 0, 1x1, 9e-07
9, 32, 32, 1, 0, 1x1, 9.02e-07
10, 32, 32, 1, 0, 1x1, 9.12e-07
11, 32, 32, 1, 0, 1x1, 8.98e-07
12, 32, 32, 1, 0, 1x1, 9.12e-07
13, 32, 32, 1, 0, 1x1, 8.68e-07
14, 32, 32, 1, 0, 1x1, 8.94e-07
15, 32, 32, 1, 0, 1x1, 8.76e-07
16, 32, 32, 1, 0, 1x1, 9.07e-07
17, 32, 32, 1, 0, 1x1, 8.8e-07
18, 32, 32, 1, 0, 1x1, 8.7e-07
19, 32, 32, 1, 0, 1x1, 8.93e-07
20, 32, 32, 1, 0, 1x1, 8.82e-07
21, 32, 32, 1, 0, 1x1, 8.81e-07
22, 32, 32, 1, 0, 1x1, 8.82e-07
23, 32, 32, 1, 0, 1x1, 8.89e-07
24, 32, 32, 1, 0, 1x1, 8.86e-07
25, 32, 32, 1, 0, 1x1, 8.68e-07
26, 32, 32, 1, 0, 1x1, 8.77e-07
27, 32, 32, 1, 0, 1x1, 8.83e-07
28, 32, 32, 1, 0, 1x1, 9.04e-07
29, 32, 32, 1, 0, 1x1, 8.88e-07
