rep_id,size,block_size,BLAS,MPI,grid,time
0, 512, 64, 1, 0, 1x1, 0.003482931
1, 512, 64, 1, 0, 1x1, 0.002743997
2, 512, 64, 1, 0, 1x1, 0.002496336
3, 512, 64, 1, 0, 1x1, 0.002336909
4, 512, 64, 1, 0, 1x1, 0.00232069
5, 512, 64, 1, 0, 1x1, 0.00300912
6, 512, 64, 1, 0, 1x1, 0.002721138
7, 512, 64, 1, 0, 1x1, 0.002370956
8, 512, 64, 1, 0, 1x1, 0.002445651
9, 512, 64, 1, 0, 1x1, 0.002353446
10, 512, 64, 1, 0, 1x1, 0.002338982
11, 512, 64, 1, 0, 1x1, 0.002324503
12, 512, 64, 1, 0, 1x1, 0.002341452
13, 512, 64, 1, 0, 1x1, 0.002331063
14, 512, 64, 1, 0, 1x1, 0.002334108
15, 512, 64, 1, 0, 1x1, 0.002337125
16, 512, 64, 1, 0, 1x1, 0.002338634
17, 512, 64, 1, 0, 1x1, 0.002330784
18, 512, 64, 1, 0, 1x1, 0.002320444
19, 512, 64, 1, 0, 1x1, 0.002341465
20, 512, 64, 1, 0, 1x1, 0.002335177
21, 512, 64, 1, 0, 1x1, 0.002336017
22, 512, 64, 1, 0, 1x1, 0.002342037
23, 512, 64, 1, 0, 1x1, 0.002340776
24, 512, 64, 1, 0, 1x1, 0.002323058
25, 512, 64, 1, 0, 1x1, 0.002335616
26, 512, 64, 1, 0, 1x1, 0.00232546
27, 512, 64, 1, 0, 1x1, 0.002348753
28, 512, 64, 1, 0, 1x1, 0.002338671
29, 512, 64, 1, 0, 1x1, 0.002342755
