rep_id,size,block_size,BLAS,MPI,grid,time
0, 4096, 64, 1, 0, 1x1, 1.11553287
1, 4096, 64, 1, 0, 1x1, 1.11688773
2, 4096, 64, 1, 0, 1x1, 1.11443117
3, 4096, 64, 1, 0, 1x1, 1.11413105
4, 4096, 64, 1, 0, 1x1, 1.11399127
5, 4096, 64, 1, 0, 1x1, 1.11377205
6, 4096, 64, 1, 0, 1x1, 1.11391131
7, 4096, 64, 1, 0, 1x1, 1.11444983
8, 4096, 64, 1, 0, 1x1, 1.11370765
9, 4096, 64, 1, 0, 1x1, 1.11522691
10, 4096, 64, 1, 0, 1x1, 1.11438916
11, 4096, 64, 1, 0, 1x1, 1.11507779
12, 4096, 64, 1, 0, 1x1, 1.11459593
13, 4096, 64, 1, 0, 1x1, 1.1155308
14, 4096, 64, 1, 0, 1x1, 1.11419257
15, 4096, 64, 1, 0, 1x1, 1.1138301
16, 4096, 64, 1, 0, 1x1, 1.11391528
17, 4096, 64, 1, 0, 1x1, 1.11397682
18, 4096, 64, 1, 0, 1x1, 1.11376948
19, 4096, 64, 1, 0, 1x1, 1.11479572
20, 4096, 64, 1, 0, 1x1, 1.11404014
21, 4096, 64, 1, 0, 1x1, 1.11364767
22, 4096, 64, 1, 0, 1x1, 1.1136448
23, 4096, 64, 1, 0, 1x1, 1.11410599
24, 4096, 64, 1, 0, 1x1, 1.11368723
25, 4096, 64, 1, 0, 1x1, 1.11375386
26, 4096, 64, 1, 0, 1x1, 1.11178356
27, 4096, 64, 1, 0, 1x1, 1.11402184
28, 4096, 64, 1, 0, 1x1, 1.114029
29, 4096, 64, 1, 0, 1x1, 1.11421145
