rep_id,size,block_size,BLAS,MPI,grid,time
0, 1024, 64, 1, 0, 1x1, 0.017752846
1, 1024, 64, 1, 0, 1x1, 0.017815042
2, 1024, 64, 1, 0, 1x1, 0.01775847
3, 1024, 64, 1, 0, 1x1, 0.017765193
4, 1024, 64, 1, 0, 1x1, 0.019796952
5, 1024, 64, 1, 0, 1x1, 0.017783202
6, 1024, 64, 1, 0, 1x1, 0.017750925
7, 1024, 64, 1, 0, 1x1, 0.01780207
8, 1024, 64, 1, 0, 1x1, 0.017809994
9, 1024, 64, 1, 0, 1x1, 0.017822909
10, 1024, 64, 1, 0, 1x1, 0.017804817
11, 1024, 64, 1, 0, 1x1, 0.017887649
12, 1024, 64, 1, 0, 1x1, 0.017815727
13, 1024, 64, 1, 0, 1x1, 0.017840242
14, 1024, 64, 1, 0, 1x1, 0.017847849
15, 1024, 64, 1, 0, 1x1, 0.01781677
16, 1024, 64, 1, 0, 1x1, 0.019042682
17, 1024, 64, 1, 0, 1x1, 0.017786206
18, 1024, 64, 1, 0, 1x1, 0.017839646
19, 1024, 64, 1, 0, 1x1, 0.017833889
20, 1024, 64, 1, 0, 1x1, 0.017840758
21, 1024, 64, 1, 0, 1x1, 0.017789024
22, 1024, 64, 1, 0, 1x1, 0.017795314
23, 1024, 64, 1, 0, 1x1, 0.017831842
24, 1024, 64, 1, 0, 1x1, 0.017848971
25, 1024, 64, 1, 0, 1x1, 0.017859584
26, 1024, 64, 1, 0, 1x1, 0.01779205
27, 1024, 64, 1, 0, 1x1, 0.017854098
28, 1024, 64, 1, 0, 1x1, 0.017855678
29, 1024, 64, 1, 0, 1x1, 0.017816524
