rep_id,size,block_size,BLAS,MPI,grid,time
0, 16, 16, 0, 0, 1x1, 7.47e-07
1, 16, 16, 0, 0, 1x1, 1.902e-06
2, 16, 16, 0, 0, 1x1, 6.97e-07
3, 16, 16, 0, 0, 1x1, 6.72e-07
4, 16, 16, 0, 0, 1x1, 6.72e-07
5, 16, 16, 0, 0, 1x1, 6.68e-07
6, 16, 16, 0, 0, 1x1, 6.71e-07
7, 16, 16, 0, 0, 1x1, 6.66e-07
8, 16, 16, 0, 0, 1x1, 6.68e-07
9, 16, 16, 0, 0, 1x1, 6.67e-07
10, 16, 16, 0, 0, 1x1, 6.73e-07
11, 16, 16, 0, 0, 1x1, 6.68e-07
12, 16, 16, 0, 0, 1x1, 6.49e-07
13, 16, 16, 0, 0, 1x1, 6.49e-07
14, 16, 16, 0, 0, 1x1, 6.5e-07
15, 16, 16, 0, 0, 1x1, 6.52e-07
16, 16, 16, 0, 0, 1x1, 6.51e-07
17, 16, 16, 0, 0, 1x1, 6.53e-07
18, 16, 16, 0, 0, 1x1, 6.53e-07
19, 16, 16, 0, 0, 1x1, 6.51e-07
20, 16, 16, 0, 0, 1x1, 6.5e-07
21, 16, 16, 0, 0, 1x1, 6.51e-07
22, 16, 16, 0, 0, 1x1, 6.5e-07
23, 16, 16, 0, 0, 1x1, 6.5e-07
24, 16, 16, 0, 0, 1x1, 6.5e-07
25, 16, 16, 0, 0, 1x1, 6.51e-07
26, 16, 16, 0, 0, 1x1, 6.51e-07
27, 16, 16, 0, 0, 1x1, 6.5e-07
28, 16, 16, 0, 0, 1x1, 6.5e-07
29, 16, 16, 0, 0, 1x1, 6.5e-07
