rep_id,size,block_size,BLAS,MPI,grid,time
0, 2048, 64, 0, 0, 1x1, 1.11145784
1, 2048, 64, 0, 0, 1x1, 1.09107967
2, 2048, 64, 0, 0, 1x1, 1.09127765
3, 2048, 64, 0, 0, 1x1, 1.09106623
4, 2048, 64, 0, 0, 1x1, 1.09768688
5, 2048, 64, 0, 0, 1x1, 1.09137647
6, 2048, 64, 0, 0, 1x1, 1.09057673
7, 2048, 64, 0, 0, 1x1, 1.09061253
8, 2048, 64, 0, 0, 1x1, 1.0934008
9, 2048, 64, 0, 0, 1x1, 1.09038263
10, 2048, 64, 0, 0, 1x1, 1.0903965
11, 2048, 64, 0, 0, 1x1, 1.09103357
12, 2048, 64, 0, 0, 1x1, 1.09127771
13, 2048, 64, 0, 0, 1x1, 1.09090941
14, 2048, 64, 0, 0, 1x1, 1.09099293
15, 2048, 64, 0, 0, 1x1, 1.09119686
16, 2048, 64, 0, 0, 1x1, 1.09169286
17, 2048, 64, 0, 0, 1x1, 1.09172348
18, 2048, 64, 0, 0, 1x1, 1.09886974
19, 2048, 64, 0, 0, 1x1, 1.09244541
20, 2048, 64, 0, 0, 1x1, 1.09163974
21, 2048, 64, 0, 0, 1x1, 1.09122386
22, 2048, 64, 0, 0, 1x1, 1.09201472
23, 2048, 64, 0, 0, 1x1, 1.09223698
24, 2048, 64, 0, 0, 1x1, 1.09120394
25, 2048, 64, 0, 0, 1x1, 1.09539837
26, 2048, 64, 0, 0, 1x1, 1.09116178
27, 2048, 64, 0, 0, 1x1, 1.0905309
28, 2048, 64, 0, 0, 1x1, 1.09144327
29, 2048, 64, 0, 0, 1x1, 1.09044267
