rep_id,size,block_size,BLAS,MPI,grid,time
0, 1024, 64, 0, 0, 1x1, 0.157985404
1, 1024, 64, 0, 0, 1x1, 0.157981275
2, 1024, 64, 0, 0, 1x1, 0.157975578
3, 1024, 64, 0, 0, 1x1, 0.157962691
4, 1024, 64, 0, 0, 1x1, 0.157951274
5, 1024, 64, 0, 0, 1x1, 0.158155131
6, 1024, 64, 0, 0, 1x1, 0.158118313
7, 1024, 64, 0, 0, 1x1, 0.158118308
8, 1024, 64, 0, 0, 1x1, 0.158209135
9, 1024, 64, 0, 0, 1x1, 0.158183128
10, 1024, 64, 0, 0, 1x1, 0.159470014
11, 1024, 64, 0, 0, 1x1, 0.15813517
12, 1024, 64, 0, 0, 1x1, 0.158179234
13, 1024, 64, 0, 0, 1x1, 0.158201451
14, 1024, 64, 0, 0, 1x1, 0.158506617
15, 1024, 64, 0, 0, 1x1, 0.158351055
16, 1024, 64, 0, 0, 1x1, 0.158222807
17, 1024, 64, 0, 0, 1x1, 0.158220034
18, 1024, 64, 0, 0, 1x1, 0.158300095
19, 1024, 64, 0, 0, 1x1, 0.158231184
20, 1024, 64, 0, 0, 1x1, 0.158144405
21, 1024, 64, 0, 0, 1x1, 0.158164858
22, 1024, 64, 0, 0, 1x1, 0.158150233
23, 1024, 64, 0, 0, 1x1, 0.158110108
24, 1024, 64, 0, 0, 1x1, 0.15929438
25, 1024, 64, 0, 0, 1x1, 0.158305074
26, 1024, 64, 0, 0, 1x1, 0.158655923
27, 1024, 64, 0, 0, 1x1, 0.158167049
28, 1024, 64, 0, 0, 1x1, 0.15832267
29, 1024, 64, 0, 0, 1x1, 0.158665183
