rep_id,size,block_size,BLAS,MPI,grid,time, comm_time, comp_time
0, 1024, 256, 0, 1, 4x4, 0.011370968, 0.003215658, 0.008095207
1, 1024, 256, 0, 1, 4x4, 0.011351701, 0.003194855, 0.008107712
2, 1024, 256, 0, 1, 4x4, 0.011346659, 0.003192685, 0.008072365
3, 1024, 256, 0, 1, 4x4, 0.011374185, 0.003197055, 0.008084897
4, 1024, 256, 0, 1, 4x4, 0.011330386, 0.003189077, 0.008076602
5, 1024, 256, 0, 1, 4x4, 0.011331026, 0.003196757, 0.008069606
6, 1024, 256, 0, 1, 4x4, 0.01128196, 0.003136874, 0.008068987
7, 1024, 256, 0, 1, 4x4, 0.011304224, 0.003166962, 0.008075266
8, 1024, 256, 0, 1, 4x4, 0.011310833, 0.003177958, 0.008107282
9, 1024, 256, 0, 1, 4x4, 0.01132139, 0.00318549, 0.008072495
10, 1024, 256, 0, 1, 4x4, 0.011310302, 0.003171742, 0.008144018
11, 1024, 256, 0, 1, 4x4, 0.011323252, 0.003180195, 0.008246868
12, 1024, 256, 0, 1, 4x4, 0.011315498, 0.003168582, 0.0080961
13, 1024, 256, 0, 1, 4x4, 0.011276044, 0.003143192, 0.008188492
14, 1024, 256, 0, 1, 4x4, 0.011305584, 0.003171024, 0.008065533
15, 1024, 256, 0, 1, 4x4, 0.011321028, 0.003168273, 0.008080505
16, 1024, 256, 0, 1, 4x4, 0.011289888, 0.003106583, 0.008144537
17, 1024, 256, 0, 1, 4x4, 0.012639996, 0.004392646, 0.008184459
18, 1024, 256, 0, 1, 4x4, 0.011368087, 0.003217068, 0.008079191
19, 1024, 256, 0, 1, 4x4, 0.011274022, 0.003116934, 0.008226432
20, 1024, 256, 0, 1, 4x4, 0.011300468, 0.003156218, 0.008071885
21, 1024, 256, 0, 1, 4x4, 0.011312674, 0.003166458, 0.00815112
22, 1024, 256, 0, 1, 4x4, 0.0113793, 0.003237918, 0.008076755
23, 1024, 256, 0, 1, 4x4, 0.011331244, 0.003179249, 0.008233593
24, 1024, 256, 0, 1, 4x4, 0.011365407, 0.003222547, 0.008239999
25, 1024, 256, 0, 1, 4x4, 0.011337477, 0.003199386, 0.008112055
26, 1024, 256, 0, 1, 4x4, 0.011347635, 0.003221945, 0.008206241
27, 1024, 256, 0, 1, 4x4, 0.011272735, 0.003137329, 0.008149661
28, 1024, 256, 0, 1, 4x4, 0.011362572, 0.003221716, 0.008196029
29, 1024, 256, 0, 1, 4x4, 0.011347127, 0.003205504, 0.00812882
