rep_id,size,block_size,BLAS,MPI,grid,time, comm_time, comp_time
0, 2048, 4, 0, 1, 4x4, 0.085025787, 0.021734869, 0.064512585
1, 2048, 4, 0, 1, 4x4, 0.088485917, 0.024438437, 0.06346825
2, 2048, 4, 0, 1, 4x4, 0.08406686, 0.021045994, 0.06332467
3, 2048, 4, 0, 1, 4x4, 0.084189877, 0.020990432, 0.063328704
4, 2048, 4, 0, 1, 4x4, 0.084303476, 0.021229391, 0.063393255
5, 2048, 4, 0, 1, 4x4, 0.085534487, 0.022194458, 0.064263974
6, 2048, 4, 0, 1, 4x4, 0.085131948, 0.021696931, 0.06438132
7, 2048, 4, 0, 1, 4x4, 0.085546361, 0.022164727, 0.064764894
8, 2048, 4, 0, 1, 4x4, 0.084859529, 0.021654901, 0.063631889
9, 2048, 4, 0, 1, 4x4, 0.087336974, 0.023256926, 0.063979388
10, 2048, 4, 0, 1, 4x4, 0.084782046, 0.021575798, 0.0661773
11, 2048, 4, 0, 1, 4x4, 0.08222891, 0.019015893, 0.063679299
12, 2048, 4, 0, 1, 4x4, 0.08515688, 0.021836183, 0.064437723
13, 2048, 4, 0, 1, 4x4, 0.08504059, 0.021761221, 0.064327628
14, 2048, 4, 0, 1, 4x4, 0.085642054, 0.022346614, 0.063749979
15, 2048, 4, 0, 1, 4x4, 0.084052641, 0.020891655, 0.063402077
16, 2048, 4, 0, 1, 4x4, 0.084120562, 0.020899992, 0.063504671
17, 2048, 4, 0, 1, 4x4, 0.084227172, 0.02105003, 0.063391918
18, 2048, 4, 0, 1, 4x4, 0.085678086, 0.02223425, 0.064311562
19, 2048, 4, 0, 1, 4x4, 0.085223993, 0.021815851, 0.064372311
20, 2048, 4, 0, 1, 4x4, 0.087189413, 0.022975405, 0.06434389
21, 2048, 4, 0, 1, 4x4, 0.085215799, 0.021988315, 0.063274327
22, 2048, 4, 0, 1, 4x4, 0.084154392, 0.021008473, 0.063295454
23, 2048, 4, 0, 1, 4x4, 0.084330092, 0.021211402, 0.063409322
24, 2048, 4, 0, 1, 4x4, 0.078864754, 0.019893152, 0.059224365
25, 2048, 4, 0, 1, 4x4, 0.068519078, 0.018077038, 0.051210441
26, 2048, 4, 0, 1, 4x4, 0.074718625, 0.021426087, 0.054574654
27, 2048, 4, 0, 1, 4x4, 0.075089233, 0.022085334, 0.054182202
28, 2048, 4, 0, 1, 4x4, 0.071893907, 0.021605703, 0.051463632
29, 2048, 4, 0, 1, 4x4, 0.073868332, 0.021756145, 0.053175906
