rep_id,size,block_size,BLAS,MPI,grid,time, comm_time, comp_time
0, 256, 2, 0, 1, 4x4, 0.000988077, 0.000750019, 0.000204365
1, 256, 2, 0, 1, 4x4, 0.000996619, 0.000748987, 0.000205433
2, 256, 2, 0, 1, 4x4, 0.000989575, 0.000755842, 0.00019363
3, 256, 2, 0, 1, 4x4, 0.001021145, 0.000785854, 0.000208934
4, 256, 2, 0, 1, 4x4, 0.001014469, 0.000768864, 0.000222803
5, 256, 2, 0, 1, 4x4, 0.001003322, 0.000769198, 0.000206502
6, 256, 2, 0, 1, 4x4, 0.000991021, 0.000751001, 0.000200295
7, 256, 2, 0, 1, 4x4, 0.000985943, 0.000752524, 0.000207433
8, 256, 2, 0, 1, 4x4, 0.000992324, 0.000754927, 0.000208187
9, 256, 2, 0, 1, 4x4, 0.001002113, 0.000769277, 0.000205436
10, 256, 2, 0, 1, 4x4, 0.001003649, 0.000768716, 0.000206747
11, 256, 2, 0, 1, 4x4, 0.000997429, 0.000763633, 0.000200119
12, 256, 2, 0, 1, 4x4, 0.001009774, 0.000775302, 0.0002019
13, 256, 2, 0, 1, 4x4, 0.001022751, 0.000789305, 0.000198452
14, 256, 2, 0, 1, 4x4, 0.001002542, 0.000767421, 0.000212595
15, 256, 2, 0, 1, 4x4, 0.000987988, 0.000748256, 0.000187115
16, 256, 2, 0, 1, 4x4, 0.000997447, 0.000754167, 0.000199298
17, 256, 2, 0, 1, 4x4, 0.001002229, 0.000769141, 0.000199784
18, 256, 2, 0, 1, 4x4, 0.001004505, 0.0007713, 0.00020246
19, 256, 2, 0, 1, 4x4, 0.00099396, 0.000755193, 0.000204841
20, 256, 2, 0, 1, 4x4, 0.001017657, 0.000784531, 0.000203534
21, 256, 2, 0, 1, 4x4, 0.001005698, 0.000774197, 0.000209121
22, 256, 2, 0, 1, 4x4, 0.000988452, 0.000756022, 0.000203016
23, 256, 2, 0, 1, 4x4, 0.001013281, 0.000758974, 0.000208497
24, 256, 2, 0, 1, 4x4, 0.000994071, 0.000760487, 0.000201837
25, 256, 2, 0, 1, 4x4, 0.000999655, 0.000770397, 0.00020111
26, 256, 2, 0, 1, 4x4, 0.000996266, 0.000762639, 0.000202854
27, 256, 2, 0, 1, 4x4, 0.000997027, 0.000764874, 0.000206494
28, 256, 2, 0, 1, 4x4, 0.000997191, 0.00076411, 0.000209198
29, 256, 2, 0, 1, 4x4, 0.001009614, 0.000777167, 0.000213642
