rep_id,size,block_size,BLAS,MPI,grid,time, comm_time, comp_time
0, 512, 1, 0, 1, 4x4, 0.005413087, 0.003951376, 0.001390666
1, 512, 1, 0, 1, 4x4, 0.005327577, 0.003859309, 0.001350269
2, 512, 1, 0, 1, 4x4, 0.00540136, 0.00391321, 0.00137258
3, 512, 1, 0, 1, 4x4, 0.005453787, 0.003970991, 0.001408659
4, 512, 1, 0, 1, 4x4, 0.00542974, 0.003935154, 0.001358307
5, 512, 1, 0, 1, 4x4, 0.005520883, 0.004033669, 0.001394074
6, 512, 1, 0, 1, 4x4, 0.005420297, 0.003970462, 0.001395749
7, 512, 1, 0, 1, 4x4, 0.005448252, 0.003950743, 0.00142178
8, 512, 1, 0, 1, 4x4, 0.005487404, 0.003970001, 0.0013623
9, 512, 1, 0, 1, 4x4, 0.005450386, 0.003955568, 0.001340269
10, 512, 1, 0, 1, 4x4, 0.005395887, 0.003931464, 0.001368323
11, 512, 1, 0, 1, 4x4, 0.005342295, 0.003873462, 0.001322274
12, 512, 1, 0, 1, 4x4, 0.005443127, 0.003957404, 0.001352003
13, 512, 1, 0, 1, 4x4, 0.005457882, 0.003948294, 0.001361082
14, 512, 1, 0, 1, 4x4, 0.005524739, 0.004027494, 0.001383889
15, 512, 1, 0, 1, 4x4, 0.00548702, 0.003976088, 0.001358763
16, 512, 1, 0, 1, 4x4, 0.005525457, 0.004076328, 0.001376115
17, 512, 1, 0, 1, 4x4, 0.005467997, 0.003994897, 0.001412854
18, 512, 1, 0, 1, 4x4, 0.00549426, 0.004003181, 0.001349701
19, 512, 1, 0, 1, 4x4, 0.005406771, 0.00395093, 0.00139541
20, 512, 1, 0, 1, 4x4, 0.005497521, 0.004008133, 0.001407787
21, 512, 1, 0, 1, 4x4, 0.005425417, 0.00395902, 0.001357254
22, 512, 1, 0, 1, 4x4, 0.005444075, 0.00396666, 0.001341
23, 512, 1, 0, 1, 4x4, 0.005436786, 0.00394749, 0.001377528
24, 512, 1, 0, 1, 4x4, 0.005470908, 0.003970279, 0.001365554
25, 512, 1, 0, 1, 4x4, 0.005252744, 0.004002765, 0.001379055
26, 512, 1, 0, 1, 4x4, 0.00516075, 0.004063599, 0.001358505
27, 512, 1, 0, 1, 4x4, 0.004966325, 0.003987249, 0.001311314
28, 512, 1, 0, 1, 4x4, 0.005402082, 0.003877736, 0.001425588
29, 512, 1, 0, 1, 4x4, 0.005223931, 0.003985508, 0.001333823
