rep_id,size,block_size,BLAS,MPI,grid,time,comm_time,comp_time
0, 4096, 4096, 1, 1, 2x2, 0.537295573, 0.07143891, 0.460255647
1, 4096, 4096, 1, 1, 2x2, 0.579246768, 0.099888248, 0.465070113
2, 4096, 4096, 1, 1, 2x2, 0.570151108, 0.096154941, 0.46430257
3, 4096, 4096, 1, 1, 2x2, 0.528990345, 0.076412819, 0.445968663
4, 4096, 4096, 1, 1, 2x2, 0.515574418, 0.06834369, 0.44199572
5, 4096, 4096, 1, 1, 2x2, 0.526474254, 0.077995852, 0.444161959
6, 4096, 4096, 1, 1, 2x2, 0.521594863, 0.068460581, 0.44292762
7, 4096, 4096, 1, 1, 2x2, 0.521171842, 0.072515745, 0.443933705
8, 4096, 4096, 1, 1, 2x2, 0.513015842, 0.067248808, 0.434306166
9, 4096, 4096, 1, 1, 2x2, 0.520670619, 0.07189984, 0.436721006
10, 4096, 4096, 1, 1, 2x2, 0.530125943, 0.078562968, 0.437054153
11, 4096, 4096, 1, 1, 2x2, 0.518953072, 0.067946814, 0.439414005
12, 4096, 4096, 1, 1, 2x2, 0.527656251, 0.068983925, 0.448733915
13, 4096, 4096, 1, 1, 2x2, 0.525537587, 0.064005472, 0.451141636
14, 4096, 4096, 1, 1, 2x2, 0.531981509, 0.068694769, 0.452582065
15, 4096, 4096, 1, 1, 2x2, 0.531627903, 0.067979132, 0.452760839
16, 4096, 4096, 1, 1, 2x2, 0.531350082, 0.068158339, 0.45216171
17, 4096, 4096, 1, 1, 2x2, 0.530242884, 0.066872179, 0.45194093
18, 4096, 4096, 1, 1, 2x2, 0.53436383, 0.070380435, 0.45360979
19, 4096, 4096, 1, 1, 2x2, 0.529588743, 0.067132386, 0.451854424
20, 4096, 4096, 1, 1, 2x2, 0.53574919, 0.071205223, 0.452733381
21, 4096, 4096, 1, 1, 2x2, 0.529092792, 0.067302687, 0.451993978
22, 4096, 4096, 1, 1, 2x2, 0.534130762, 0.07075545, 0.453590544
23, 4096, 4096, 1, 1, 2x2, 0.527346864, 0.065411934, 0.451891986
24, 4096, 4096, 1, 1, 2x2, 0.531491863, 0.068085321, 0.452947917
25, 4096, 4096, 1, 1, 2x2, 0.565527561, 0.095475421, 0.454694373
26, 4096, 4096, 1, 1, 2x2, 0.573163492, 0.097710553, 0.45951793
27, 4096, 4096, 1, 1, 2x2, 0.561007425, 0.091210878, 0.453454127
28, 4096, 4096, 1, 1, 2x2, 0.576591987, 0.100912371, 0.458255356
29, 4096, 4096, 1, 1, 2x2, 0.576953894, 0.102245897, 0.457008353
