rep_id,size,block_size,BLAS,MPI,grid,time, comm_time, comp_time
0, 512, 16, 0, 1, 4x4, 0.002518155, 0.001312745, 0.001152594
1, 512, 16, 0, 1, 4x4, 0.002523042, 0.001316834, 0.001158637
2, 512, 16, 0, 1, 4x4, 0.00253326, 0.001328166, 0.001149821
3, 512, 16, 0, 1, 4x4, 0.002514063, 0.001304247, 0.001151436
4, 512, 16, 0, 1, 4x4, 0.002499956, 0.001295863, 0.001162102
5, 512, 16, 0, 1, 4x4, 0.002516021, 0.001314537, 0.00114513
6, 512, 16, 0, 1, 4x4, 0.002508007, 0.001303484, 0.001147192
7, 512, 16, 0, 1, 4x4, 0.00251672, 0.001318985, 0.001145707
8, 512, 16, 0, 1, 4x4, 0.002522837, 0.001316419, 0.001156847
9, 512, 16, 0, 1, 4x4, 0.002515917, 0.001311801, 0.001162162
10, 512, 16, 0, 1, 4x4, 0.002513725, 0.001311436, 0.001146519
11, 512, 16, 0, 1, 4x4, 0.002485926, 0.00128408, 0.001150047
12, 512, 16, 0, 1, 4x4, 0.002506065, 0.00130237, 0.001154201
13, 512, 16, 0, 1, 4x4, 0.002506427, 0.001296367, 0.001167896
14, 512, 16, 0, 1, 4x4, 0.00250649, 0.001294444, 0.001159673
15, 512, 16, 0, 1, 4x4, 0.002496915, 0.001294127, 0.001145142
16, 512, 16, 0, 1, 4x4, 0.002506835, 0.001300446, 0.001155654
17, 512, 16, 0, 1, 4x4, 0.002509698, 0.001309384, 0.001143345
18, 512, 16, 0, 1, 4x4, 0.002487446, 0.001284266, 0.00115116
19, 512, 16, 0, 1, 4x4, 0.002514761, 0.001310802, 0.001154623
20, 512, 16, 0, 1, 4x4, 0.002509882, 0.00131255, 0.001148279
21, 512, 16, 0, 1, 4x4, 0.002503108, 0.001297742, 0.001144196
22, 512, 16, 0, 1, 4x4, 0.002483777, 0.001286106, 0.00115521
23, 512, 16, 0, 1, 4x4, 0.00244558, 0.001242256, 0.001154393
24, 512, 16, 0, 1, 4x4, 0.002427489, 0.001233465, 0.001158479
25, 512, 16, 0, 1, 4x4, 0.002441794, 0.001244626, 0.001145464
26, 512, 16, 0, 1, 4x4, 0.002465814, 0.001268572, 0.001142356
27, 512, 16, 0, 1, 4x4, 0.002472452, 0.001274766, 0.001146991
28, 512, 16, 0, 1, 4x4, 0.002477542, 0.001278102, 0.001152382
29, 512, 16, 0, 1, 4x4, 0.002529823, 0.001325549, 0.001151448
