rep_id, size, block_size, BLAS, MPI, grid, time
0, 32, 32, 0, 0, 1x1, 6.412e-06
1, 32, 32, 0, 0, 1x1, 6.261e-06
2, 32, 32, 0, 0, 1x1, 6.091e-06
3, 32, 32, 0, 0, 1x1, 6.131e-06
4, 32, 32, 0, 0, 1x1, 6.121e-06
5, 32, 32, 0, 0, 1x1, 6.111e-06
6, 32, 32, 0, 0, 1x1, 6.081e-06
7, 32, 32, 0, 0, 1x1, 6.131e-06
8, 32, 32, 0, 0, 1x1, 6.091e-06
9, 32, 32, 0, 0, 1x1, 6.131e-06
10, 32, 32, 0, 0, 1x1, 6.101e-06
11, 32, 32, 0, 0, 1x1, 1.2483e-05
12, 32, 32, 0, 0, 1x1, 6.111e-06
13, 32, 32, 0, 0, 1x1, 6.191e-06
14, 32, 32, 0, 0, 1x1, 6.121e-06
15, 32, 32, 0, 0, 1x1, 6.091e-06
16, 32, 32, 0, 0, 1x1, 6.091e-06
17, 32, 32, 0, 0, 1x1, 6.111e-06
18, 32, 32, 0, 0, 1x1, 6.121e-06
19, 32, 32, 0, 0, 1x1, 6.151e-06
20, 32, 32, 0, 0, 1x1, 6.171e-06
21, 32, 32, 0, 0, 1x1, 6.141e-06
22, 32, 32, 0, 0, 1x1, 6.171e-06
23, 32, 32, 0, 0, 1x1, 6.141e-06
24, 32, 32, 0, 0, 1x1, 6.171e-06
25, 32, 32, 0, 0, 1x1, 6.141e-06
26, 32, 32, 0, 0, 1x1, 6.151e-06
27, 32, 32, 0, 0, 1x1, 6.161e-06
28, 32, 32, 0, 0, 1x1, 6.141e-06
29, 32, 32, 0, 0, 1x1, 5.761e-06
