rep_id, size, block_size, BLAS, MPI, grid, time
0, 128, 64, 0, 0, 1x1, 0.000252282
1, 128, 64, 0, 0, 1x1, 0.000247694
2, 128, 64, 0, 0, 1x1, 0.00025106
3, 128, 64, 0, 0, 1x1, 0.000258314
4, 128, 64, 0, 0, 1x1, 0.000248436
5, 128, 64, 0, 0, 1x1, 0.000261099
6, 128, 64, 0, 0, 1x1, 0.000248435
7, 128, 64, 0, 0, 1x1, 0.000263273
8, 128, 64, 0, 0, 1x1, 0.000274314
9, 128, 64, 0, 0, 1x1, 0.000254456
10, 128, 64, 0, 0, 1x1, 0.000261089
11, 128, 64, 0, 0, 1x1, 0.000258945
12, 128, 64, 0, 0, 1x1, 0.000265487
13, 128, 64, 0, 0, 1x1, 0.000248496
14, 128, 64, 0, 0, 1x1, 0.000265286
15, 128, 64, 0, 0, 1x1, 0.000253165
16, 128, 64, 0, 0, 1x1, 0.000263143
17, 128, 64, 0, 0, 1x1, 0.000252543
18, 128, 64, 0, 0, 1x1, 0.000264886
19, 128, 64, 0, 0, 1x1, 0.000254647
20, 128, 64, 0, 0, 1x1, 0.000258654
21, 128, 64, 0, 0, 1x1, 0.000252252
22, 128, 64, 0, 0, 1x1, 0.000257172
23, 128, 64, 0, 0, 1x1, 0.000254486
24, 128, 64, 0, 0, 1x1, 0.000247644
25, 128, 64, 0, 0, 1x1, 0.000268523
26, 128, 64, 0, 0, 1x1, 0.000262271
27, 128, 64, 0, 0, 1x1, 0.00026732
28, 128, 64, 0, 0, 1x1, 0.000254497
29, 128, 64, 0, 0, 1x1, 0.000257553
