rep_id, size, block_size, BLAS, MPI, grid, time
0, 1024, 64, 0, 0, 1x1, 0.120475607
1, 1024, 64, 0, 0, 1x1, 0.118777487
2, 1024, 64, 0, 0, 1x1, 0.124425101
3, 1024, 64, 0, 0, 1x1, 0.122655087
4, 1024, 64, 0, 0, 1x1, 0.133340975
5, 1024, 64, 0, 0, 1x1, 0.12769865
6, 1024, 64, 0, 0, 1x1, 0.127760827
7, 1024, 64, 0, 0, 1x1, 0.131141567
8, 1024, 64, 0, 0, 1x1, 0.124353187
9, 1024, 64, 0, 0, 1x1, 0.133077201
10, 1024, 64, 0, 0, 1x1, 0.125335385
11, 1024, 64, 0, 0, 1x1, 0.129797179
12, 1024, 64, 0, 0, 1x1, 0.128430009
13, 1024, 64, 0, 0, 1x1, 0.128774775
14, 1024, 64, 0, 0, 1x1, 0.131788618
15, 1024, 64, 0, 0, 1x1, 0.125291063
16, 1024, 64, 0, 0, 1x1, 0.129040693
17, 1024, 64, 0, 0, 1x1, 0.122660988
18, 1024, 64, 0, 0, 1x1, 0.125720988
19, 1024, 64, 0, 0, 1x1, 0.124166537
20, 1024, 64, 0, 0, 1x1, 0.122588783
21, 1024, 64, 0, 0, 1x1, 0.124190132
22, 1024, 64, 0, 0, 1x1, 0.121347539
23, 1024, 64, 0, 0, 1x1, 0.122007224
24, 1024, 64, 0, 0, 1x1, 0.123603653
25, 1024, 64, 0, 0, 1x1, 0.120902295
26, 1024, 64, 0, 0, 1x1, 0.122636933
27, 1024, 64, 0, 0, 1x1, 0.127000383
28, 1024, 64, 0, 0, 1x1, 0.12288664
29, 1024, 64, 0, 0, 1x1, 0.123869501
