rep_id, size, block_size, BLAS, MPI, grid, time
0, 2048, 64, 0, 0, 1x1, 1.578426
1, 2048, 64, 0, 0, 1x1, 1.56742384
2, 2048, 64, 0, 0, 1x1, 1.58507471
3, 2048, 64, 0, 0, 1x1, 1.55775371
4, 2048, 64, 0, 0, 1x1, 1.58670813
5, 2048, 64, 0, 0, 1x1, 1.56835621
6, 2048, 64, 0, 0, 1x1, 1.55989003
7, 2048, 64, 0, 0, 1x1, 1.54336242
8, 2048, 64, 0, 0, 1x1, 1.55032557
9, 2048, 64, 0, 0, 1x1, 1.58574055
10, 2048, 64, 0, 0, 1x1, 1.60721289
11, 2048, 64, 0, 0, 1x1, 1.5527099
12, 2048, 64, 0, 0, 1x1, 1.5876879
13, 2048, 64, 0, 0, 1x1, 1.59762781
14, 2048, 64, 0, 0, 1x1, 1.57833132
15, 2048, 64, 0, 0, 1x1, 1.55853528
16, 2048, 64, 0, 0, 1x1, 1.57777665
17, 2048, 64, 0, 0, 1x1, 1.54887962
18, 2048, 64, 0, 0, 1x1, 1.5586331
19, 2048, 64, 0, 0, 1x1, 1.54259865
20, 2048, 64, 0, 0, 1x1, 1.5433508
21, 2048, 64, 0, 0, 1x1, 1.54506809
22, 2048, 64, 0, 0, 1x1, 1.55335495
23, 2048, 64, 0, 0, 1x1, 1.57742385
24, 2048, 64, 0, 0, 1x1, 1.5629249
25, 2048, 64, 0, 0, 1x1, 1.56405221
26, 2048, 64, 0, 0, 1x1, 1.56544423
27, 2048, 64, 0, 0, 1x1, 1.56778859
28, 2048, 64, 0, 0, 1x1, 1.57201822
29, 2048, 64, 0, 0, 1x1, 1.61259154
